unit,cycle,setting_1,setting_2,setting_3,s_1,s_2,s_3,s_4,s_5,s_6,s_7,s_8,s_9,s_10,s_11,s_12,s_13,s_14,s_15,s_16,s_17,s_18,s_19,s_20,s_21,final_rul,true_rul,setting_1_roll_mean_5,setting_1_roll_std_5,setting_2_roll_mean_5,setting_2_roll_std_5,s_2_roll_mean_5,s_2_roll_std_5,s_3_roll_mean_5,s_3_roll_std_5,s_4_roll_mean_5,s_4_roll_std_5,s_6_roll_mean_5,s_6_roll_std_5,s_7_roll_mean_5,s_7_roll_std_5,s_8_roll_mean_5,s_8_roll_std_5,s_9_roll_mean_5,s_9_roll_std_5,s_11_roll_mean_5,s_11_roll_std_5,s_12_roll_mean_5,s_12_roll_std_5,s_13_roll_mean_5,s_13_roll_std_5,s_14_roll_mean_5,s_14_roll_std_5,s_15_roll_mean_5,s_15_roll_std_5,s_17_roll_mean_5,s_17_roll_std_5,s_20_roll_mean_5,s_20_roll_std_5,s_21_roll_mean_5,s_21_roll_std_5,predicted_rul,pred_uncertainty,error
81,213,-0.0027,0.0003,100.0,518.67,643.49,1598.35,1427.83,14.62,21.61,551.53,2388.2,9075.26,1.3,48.11,519.67,2388.22,8148.37,8.4987,0.03,397,2388,100.0,38.46,23.1537,8,8,-0.0010200000000000005,0.0028243583342061956,0.00011999999999999996,0.0002774887385102317,643.436,0.1944993573220013,1599.004,3.1617763994299386,1427.6779999999999,2.660802510532594,21.61,0.0,551.236,0.18862661530007171,2388.216,0.030495901360811366,9077.586,3.0545507034221386,48.032,0.09471008394042726,519.7180000000001,0.31940569813268715,2388.192,0.04549725267024392,8150.4,3.0800324673594086,8.506620000000002,0.009415519103937932,396.0,0.7071067811865375,38.446,0.10597169433394522,23.130460000000003,0.0592435903705687,6.917379220779219,4.164420582764389,-1.0826207792207807
34,203,-0.0011,-0.0001,100.0,518.67,643.74,1600.38,1427.49,14.62,21.61,551.77,2388.29,9036.27,1.3,48.13,519.44,2388.25,8122.11,8.5158,0.03,397,2388,100.0,38.62,23.0641,7,7,-0.0006000000000000005,0.0022226110770892835,7.999999999999998e-05,0.00027748873851023197,643.43,0.21999999999539793,1600.218,1.1235524019837588,1427.362,3.806713805878784,21.61,0.0,551.728,0.1900526242957247,2388.258,0.029495762436990515,9043.920000000002,5.2929434154926165,48.114,0.05412947441049961,519.8059999999999,0.22952124084172792,2388.2619999999997,0.0238746728026258,8124.694,2.103504219209911,8.4971,0.0171109613990567,395.8,1.3038404810405417,38.486000000000004,0.10039920318403343,23.137880000000003,0.054032647538432926,7.411926525761817,4.12509154249696,0.41192652576181743
35,198,-0.0047,-0.0003,100.0,518.67,643.4,1602.02,1428.42,14.62,21.61,551.76,2388.26,9079.88,1.3,48.1,519.81,2388.22,8153.85,8.5141,0.03,395,2388,100.0,38.63,23.1161,11,11,-0.0016,0.002897412638890084,-0.0002000000000000001,0.00024494897427831795,643.422,0.03492849840145774,1599.6119999999999,2.240852516348904,1426.084,3.873748830271116,21.61,0.0,551.9159999999999,0.13831124320600374,2388.2239999999997,0.025099800809022545,9081.808,2.867380337493252,48.044,0.16040573555820953,520.03,0.30257230540496677,2388.2019999999998,0.017888543830466667,8154.024,4.759556702095436,8.50908,0.019434299575759706,395.6,1.3416407864999071,38.588,0.11755849607756433,23.10104,0.07291335954401718,9.89510773670774,4.021058465590033,-1.1048922632922604
76,205,0.0004,0.0002,100.0,518.67,643.14,1603.48,1420.07,14.62,21.61,551.82,2388.18,9114.99,1.3,48.04,520.19,2388.14,8182.45,8.5125,0.03,395,2388,100.0,38.46,23.0737,10,10,0.0007400000000000005,0.0035217893179462028,7.999999999999991e-05,0.00029495762407505253,643.4620000000001,0.40714862151466646,1601.1779999999999,2.0198688076170397,1424.952,5.118155917905807,21.61,0.0,552.134,0.3426806093086939,2388.1499999999996,0.024494897458611165,9108.978,3.5505943165569644,47.994,0.10310189135050071,520.17,0.30569592735129125,2388.156,0.03049590137904907,8180.954,2.5971965656154334,8.50778,0.02078898746931552,396.0,0.7071067811865249,38.494,0.13939153489384365,23.09144,0.020430687702303527,11.108532423132425,5.400268505049286,1.1085324231324254
31,196,-0.0005,0.0001,100.0,518.67,643.31,1598.19,1420.66,14.62,21.61,551.48,2388.18,9090.98,1.3,47.78,519.55,2388.22,8157.84,8.5015,0.03,395,2388,100.0,38.53,23.1105,8,8,0.00182,0.0022038602496528676,-8e-05,0.00021679483388678793,643.552,0.24772969139724316,1598.036,3.72724831477444,1427.312,4.728855041126226,21.61,0.0,551.6519999999999,0.17469974241760194,2388.192,0.025884358211759634,9087.42,4.383908073882881,48.0,0.15732132722526318,519.956,0.3181666230140716,2388.198,0.014832396985598937,8156.718000000001,3.5725229180527958,8.492280000000001,0.022515816662911355,395.2,0.8366600265340793,38.534000000000006,0.0939680796868659,23.11658,0.039601035339944884,13.115039105339113,6.566254980874925,5.115039105339113
68,187,-0.0015,-0.0004,100.0,518.67,643.21,1602.07,1427.25,14.62,21.61,552.0,2388.2,9086.59,1.3,48.04,520.47,2388.22,8160.32,8.4867,0.03,396,2388,100.0,38.63,23.1989,8,8,-0.00186,0.0010922453936730511,-0.00018000000000000004,0.00024899799195977505,643.588,0.313799298914112,1600.7740000000001,5.259441985616401,1422.718,3.2059585150112007,21.61,0.0,551.7180000000001,0.3351417610443474,2388.208,0.03834057902213991,9086.045999999998,4.983400445434448,47.980000000000004,0.11379806676731997,520.124,0.26838405317633546,2388.196,0.0304959013435501,8158.082,3.2740830777588354,8.50188,0.022931027015800326,396.2,0.8366600265341558,38.562,0.12316655390174647,23.16446,0.07673534387753288,13.210070041070038,6.032494768452099,5.210070041070038
82,162,-0.0016,0.0,100.0,518.67,643.57,1597.99,1427.69,14.62,21.61,551.15,2388.2,9058.64,1.3,48.08,520.02,2388.29,8126.2,8.5028,0.03,397,2388,100.0,38.62,23.1211,9,9,-0.00030000000000000003,0.0016598192672697824,-3.9999999999999976e-05,0.0003361547262794324,643.3779999999999,0.22454398233269598,1595.932,4.03916080392807,1422.1420000000003,3.846033021180628,21.61,0.0,551.95,0.49714183086850006,2388.228,0.04549725266258874,9051.323999999999,4.426921051958626,48.08,0.09974968671617845,519.9300000000001,0.19480759738354486,2388.254,0.02966479397208897,8127.331999999999,2.414895442851426,8.50892,0.011275504423309799,395.4,1.341640786499874,38.541999999999994,0.0852642949892832,23.18104,0.05495546378658429,13.426890820290819,6.033025760710643,4.426890820290819
56,136,-0.0028,-0.0005,100.0,518.67,643.32,1598.6,1416.85,14.62,21.61,551.45,2388.23,9035.55,1.3,48.02,520.0,2388.23,8116.7,8.5235,0.03,395,2388,100.0,38.51,23.1772,15,15,-2.0000000000000225e-05,0.002360508419811293,-2.0000000000000032e-05,0.0004086563348340509,643.442,0.3901538158201273,1594.816,3.9479399691492953,1423.406,4.739122281605875,21.61,0.0,552.0519999999999,0.34823842406987654,2388.262,0.020493901533886524,9044.960000000001,6.704203905011985,47.962,0.05019960159249852,520.0379999999999,0.189789356911665,2388.246,0.04277849927664603,8118.13,3.989379651030106,8.50596,0.015616913907685692,395.0,0.0,38.524,0.048785243670777134,23.06972,0.07639196292796308,13.781024819624822,6.302439440075613,-1.2189751803751783
66,147,-0.0014,-0.0003,100.0,518.67,643.34,1599.38,1422.98,14.62,21.61,552.06,2388.09,9122.3,1.3,47.92,520.75,2388.11,8197.69,8.4838,0.03,396,2388,100.0,38.61,23.0669,14,14,0.00034000000000000013,0.0013885243966167819,-2.0000000000000036e-05,0.00031144823004794877,643.434,0.28693204770620656,1597.568,3.9906102290250325,1420.956,4.359074443036071,21.61,0.0,552.1740000000001,0.48839533167123333,2388.114,0.045055521302742575,9123.116,4.078079204738109,47.886,0.10853570840982141,520.696,0.2645373319587533,2388.1059999999998,0.011401754255843504,8192.294,4.142309742190342,8.48484,0.018202280076939206,395.2,0.8366600265341007,38.611999999999995,0.049699094559249604,23.16328,0.06565685036615646,16.364119769119768,5.035786141061301,2.3641197691197675
20,184,-0.0006,-0.0004,100.0,518.67,643.75,1595.12,1419.6,14.62,21.61,552.19,2388.14,9066.49,1.3,48.13,520.64,2388.21,8138.86,8.469,0.03,395,2388,100.0,38.35,23.0242,16,16,0.00026000000000000036,0.0008988882021697718,-0.00028,0.0003271085446759226,643.4979999999999,0.268085807159562,1598.786,6.627697941215463,1421.462,1.9078705406663798,21.61,4.017002203204621e-09,551.786,0.4327585932133359,2388.198,0.048682645772145636,9062.38,3.0571228303735816,48.008,0.09418067742329769,520.452,0.2336022260150307,2388.222,0.013038404796660373,8140.1179999999995,3.163822055674976,8.4985,0.03674629232995437,395.4,1.14017542509916,38.535999999999994,0.1186591757934967,23.12214,0.06733615670640433,16.589447763347756,6.706014552502133,0.5894477633477564
